feature,importance_gain,lgbm_rank,mutual_info,mi_rank,target_corr,corr_rank,avg_rank
Credit_Spreads_monthly_chg_mom_change,107369.1025390625,344,0.006073261221969606,599,0.09913834740566699,424,455.6666666666667
SP500_worst_day_lag12,0.0,567,0.01794902872430404,420,0.1057307998521263,381,456.0
ISM_Manufacturing_Index_2yr_change,7082.009765625,528,0.005979403730209221,604,0.13444025119962175,237,456.3333333333333
Challenger_Job_Cuts_2yr_change,42912.5,445,0.0029902296301225206,665,0.12787294014934944,259,456.3333333333333
Credit_Spreads_acceleration_lag12,200505.30078125,269,0.009177623903238175,548,0.08165704426636455,553,456.6666666666667
VIX_zscore_3m_mean_lag3,42092.3984375,447,0.013776386641795924,487,0.0968821244483407,438,457.3333333333333
Oil_Prices_zscore_min_latest,73480.0,394,0.027045094883187737,317,0.07017409694747907,664,458.3333333333333
SP500_crash_month_rolling_mean_6,0.0,793,0.030532580306656065,286,0.11866573311888566,297,458.6666666666667
Oil_Prices_30d_crash_trend_12m,72458.71166992188,396,0.014869131147726478,464,0.08565486963867079,517,459.0
emp_sa_private_nsa_mom,0.0,882,0.21340866216687315,71,0.09909333101374913,425,459.3333333333333
VIX_panic_regime_latest,0.0,787,0.008367550248091549,562,0.28711546343151406,31,460.0
Oil_Prices_zscore_3m_mean_lag2,386914.59765625,205,0.0,899,0.12237981592297717,281,461.6666666666667
Oil_Prices_zscore_12m_max_lag18,66794.703125,404,0.01792006675630642,421,0.08080614837006828,561,462.0
emp_sa_private_goods_mining_logging_logging_nsa_6m_chg,0.0,876,0.19748512950448927,79,0.09847280772748197,432,462.3333333333333
SP500_zscore_12m_mean_lag3,0.0,538,0.015104418871705771,459,0.10452686250470782,390,462.3333333333333
AHE_Private_mom_change,30394.19921875,478,0.04455290984718774,203,0.0660501521913232,707,462.6666666666667
VIX_volatility_volatility_12m,35195.619140625,467,0.017599083097212365,428,0.08834863857227634,499,464.6666666666667
emp_sa_government_federal_postal_nsa_3m_chg,0.0,893,0.1693687838351532,88,0.1004610032160445,416,465.6666666666667
Weekly_Econ_Index_monthly_avg_yoy_change,0.0,651,0.009320202571341252,547,0.14411997991784295,200,466.0
Industrial_Production_yoy_change,141827.2021484375,304,0.02915797644802076,298,0.057768875363795234,797,466.3333333333333
Credit_Spreads_acceleration_rolling_mean_12,204317.39453125,266,0.005810369416219707,609,0.08500766594466815,524,466.3333333333333
Oil_Prices_30d_crash_lag2,692829.611328125,150,0.001381340736819503,697,0.08100729038040347,556,467.6666666666667
nfp_sa_divergence_3m,68308.0009765625,403,0.0728538604619855,149,0.05459498279931047,855,469.0
VIX_zscore_12m_min_lag6,0.0,608,0.02642309875484994,326,0.09266482174235398,473,469.0
SP500_max_5d_drop_lag1,0.0,674,0.0007207675865439356,710,0.3110196311137215,25,469.6666666666667
emp_sa_private_goods_construction_buildings_nsa_volatility,0.0,852,0.023498788347397603,361,0.14374250716788922,201,471.3333333333333
JOLTS_Layoffs_18m_change,40793.19921875,451,0.0,900,0.2160548699851051,65,472.0
Oil_Prices_zscore_3m_mean_mom_change,169610.599609375,285,0.0,722,0.10161313548087023,410,472.3333333333333
Financial_Stress_monthly_avg_volatility_6m,215729.50390625,259,0.0,845,0.11566185652454439,320,474.6666666666667
Credit_Spreads_avg_latest,0.0,601,0.03673845421167554,246,0.07921818243094016,578,475.0
SP500_max_5d_drop_volatility_6m,19301.30078125,504,0.0033666466985513566,660,0.12705880437435763,262,475.3333333333333
Weekly_Econ_Index_monthly_avg_18m_change,0.0,683,0.009992740940134581,538,0.14236889989167398,205,475.3333333333333
SP500_zscore_3m_mean_yoy_change,0.0,675,0.019177358826627966,404,0.11043707859676874,348,475.6666666666667
Empire_State_Mfg_lag18,5529.33984375,529,0.034899606122111404,256,0.07153647543297405,642,475.6666666666667
SP500_worst_day_volatility_6m,0.0,710,0.006692128694994359,589,0.1715646867752774,130,476.3333333333333
ISM_NonManufacturing_Index_rolling_mean_6,41012.6015625,449,0.05870826380836203,171,0.05720318153170268,812,477.3333333333333
SP500_volatility_volatility_6m,0.0,799,0.014582922311780155,471,0.1539561259545259,163,477.6666666666667
VIX_p99_lag18,284201.4404296875,237,0.017803984399304085,424,0.059740042914025814,772,477.6666666666667
SP500_best_day_mom_change,66084.3984375,408,0.013498358293023482,492,0.08385450112135355,535,478.3333333333333
Oil_Prices_volatility_rolling_mean_3,0.0,798,0.03734371936812675,242,0.10427424808376987,395,478.3333333333333
SP500_days_circuit_breaker_trend_12m,0.0,690,0.01071153414606174,528,0.13893799371563523,218,478.6666666666667
emp_sa_private_services_information_broadcasting_nsa_rolling_3m,2665547.30078125,93,0.008824727563417234,552,0.058145289280015035,792,479.0
AWH_All_Private_rolling_mean_3,0.0,603,0.015426586518218155,457,0.10622520755112999,377,479.0
emp_sa_private_services_information_motion_picture_nsa_mom,0.0,751,0.056375830987799525,177,0.08717912227320132,509,479.0
SP500_monthly_return_6m_change,0.0,712,0.013443897127672688,494,0.13472422560044636,233,479.6666666666667
JOLTS_Layoffs_rolling_mean_6,0.0,656,0.03596654442343272,252,0.08414047043577622,532,480.0
emp_sa_private_goods_construction_buildings_nsa_yoy,197736.298828125,270,0.02972265145013786,293,0.052763559369208984,880,481.0
Oil_Prices_zscore_12m_max_volatility_6m,38092466.400390625,14,0.0,742,0.0680385236951375,688,481.3333333333333
VIX_panic_regime_rolling_mean_3,0.0,803,0.008418934814370393,560,0.2042576063727171,82,481.6666666666667
SP500_days_circuit_breaker_volatility_6m,0.0,918,0.025274575008366718,333,0.14467910409162849,195,482.0
Oil_Prices_zscore_min_lag3,1311780.0,116,0.004066780685701765,648,0.06823230527831732,682,482.0
SP500_circuit_breaker_lag3,0.0,750,0.04189776919563881,220,0.09185397891033882,478,482.6666666666667
VIX_zscore_12m_min_lag1,49139.599609375,438,0.038649776109688005,235,0.05920907466269788,777,483.3333333333333
SP500_zscore_12m_min_mom_change,0.0,619,0.008199744127285413,567,0.12601123106231232,265,483.6666666666667
AWH_All_Private_18m_change,0.0,537,0.003816616944758433,651,0.12614858747288735,264,484.0
emp_services_share,0.0,903,0.17519021219833641,86,0.09351368153581494,467,485.3333333333333
SP500_zscore_12m_mean_lag1,0.0,866,0.024810164714321292,344,0.13124861039240315,248,486.0
ADP_actual_lag2,185319.69921875,275,0.020720228025011167,387,0.057696870816273914,800,487.3333333333333
emp_sa_private_services_trade_transportation_utilities_wholesale_nsa_rolling_3m,0.0,648,0.21328445279849628,72,0.06279045300855374,743,487.6666666666667
SP500_best_day_volatility_12m,0.0,585,0.013869140041540273,485,0.10445276564941114,393,487.6666666666667
Oil_Prices_volatility_yoy_change,48076.6015625,441,0.0,794,0.13595965851379394,228,487.6666666666667
SP500_best_day_latest,0.0,919,0.013449181789193076,493,0.23292049603877377,52,488.0
Oil_Prices_volatility_volatility_12m,22059.69921875,495,0.030271749589403374,288,0.06823285198625972,681,488.0
Credit_Spreads_zscore_3m_min_rolling_mean_24,92141.69921875,362,0.013268265383397537,497,0.0757349489159058,605,488.0
Yield_Curve_avg_lag24,515266.0,178,0.017794510360453764,425,0.05415791747304835,861,488.0
ISM_Manufacturing_Index_volatility_12m,18815.400390625,506,0.012622228065815477,504,0.09494599776182563,456,488.6666666666667
VIX_zscore_12m_mean_lag1,519085.3974609375,177,0.0,815,0.09250406685436537,474,488.6666666666667
Credit_Spreads_zscore_12m_max_rolling_mean_3,0.0,827,0.05482080097149966,181,0.09449671389610814,460,489.3333333333333
Oil_Prices_volatility_18m_change,36962.0009765625,459,0.0,841,0.1525797453771407,168,489.3333333333333
VIX_panic_regime_2yr_change,0.0,763,0.004723739855789111,631,0.20979934856346877,74,489.3333333333333
CB_Consumer_Confidence_trend_12m,330253.7001953125,219,0.00856373085916129,557,0.06760472740372335,693,489.6666666666667
VIX_zscore_12m_max_mom_change,10346746.19921875,54,0.0,915,0.08797193834485578,502,490.3333333333333
ISM_Manufacturing_Index_rolling_mean_12,872399.30078125,135,0.007978396728836046,571,0.06025218608337844,767,491.0
JOLTS_Layoffs_lag1,239165.40234375,244,0.017056481084117614,436,0.057760925623735984,798,492.6666666666667
JOLTS_Layoffs_trend_12m,25331.400390625,486,0.02681989216531333,321,0.06909673014665951,673,493.3333333333333
emp_sa_government_local_excluding_education_nsa_rolling_3m,0.0,760,0.4685290345638431,8,0.06545059829996305,714,494.0
VIX_zscore_12m_mean_mom_change,238318.99072265625,245,0.0,860,0.10562922727097178,382,495.6666666666667
VIX_zscore_3m_max_18m_change,8545573.5,66,0.0,775,0.07084891882924022,650,497.0
SP500_consecutive_down_days_lag6,0.0,621,0.013244705385884181,500,0.10742243144045192,370,497.0
Oil_Prices_went_negative_latest,0.0,814,0.002331002331001253,676,0.6611780861038503,1,497.0
emp_sa_private_services_information_telecommunications_nsa_latest,148980.19921875,298,0.01635220345838917,439,0.06188423335405226,755,497.3333333333333
AWH_All_Private_rolling_mean_12,0.0,812,0.03263636102321721,270,0.10077399992433,414,498.6666666666667
SP500_30d_return_volatility_6m,0.0,704,0.004115724189897918,647,0.16021809417135247,147,499.3333333333333
Credit_Spreads_acceleration_lag24,271086.5,240,0.00800970644907828,569,0.06765295347297882,692,500.3333333333333
ISM_Manufacturing_Index_lag3,1212435.798828125,121,0.005659250328223564,613,0.05998186934146492,770,501.3333333333333
VIX_panic_regime_lag1,0.0,828,0.0044668349010279496,635,0.2608398502179821,42,501.6666666666667
SP500_max_5d_drop_lag2,0.0,844,0.014862705390240816,465,0.14446774216991345,197,502.0
emp_sa_government_local_education_nsa_volatility,0.0,838,0.2666516544206057,51,0.07423894841143941,618,502.3333333333333
Credit_Spreads_zscore_3m_mean_lag1,681736.30078125,156,0.0,787,0.08066063363683877,564,502.3333333333333
Financial_Stress_monthly_avg_volatility_12m,636361.0,161,0.0,920,0.09882100200861534,428,503.0
SP500_consecutive_down_days_mom_change,62377.80078125,415,0.0036759796897856134,654,0.09667914882398944,442,503.6666666666667
VIX_zscore_3m_mean_lag12,431433.900390625,193,0.0,855,0.09379646434643432,464,504.0
VIX_panic_regime_6m_change,0.0,847,0.0061513133718709145,597,0.2139726186478108,69,504.3333333333333
CB_Consumer_Confidence_lag18,35852.5,462,0.02857376896504782,307,0.06236459397004746,747,505.3333333333333
Industrial_Production_mom_change,137560.8984375,307,0.018466457709487294,414,0.05778697471654991,796,505.6666666666667
CCSA_weeks_high_volatility_12m,131539.0,312,0.0,783,0.09918025535384942,422,505.6666666666667
ADP_actual_lag6,24951.099609375,488,0.03073639301627562,285,0.0625041989631261,744,505.6666666666667
SP500_zscore_12m_min_lag1,0.0,864,0.010358429440877615,532,0.1782872261105545,122,506.0
VIX_high_regime_rolling_mean_3,0.0,840,0.01774940929654245,426,0.12955254307701575,252,506.0
VIX_panic_regime_volatility_12m,0.0,786,0.01731624637621465,433,0.11786985359736864,301,506.6666666666667
Yield_Curve_zscore_3m_mean_lag3,0.0,761,0.04215424686705571,216,0.0818638951212207,548,508.3333333333333
SP500_zscore_12m_mean_volatility_6m,0.0,896,0.020274657615857894,393,0.1344988125756022,236,508.3333333333333
SP500_days_circuit_breaker_lag2,0.0,638,0.026985667213727194,319,0.08017025366286937,569,508.6666666666667
Oil_Prices_zscore_3m_mean_6m_change,162124.49609375,292,0.024749220521582238,345,0.05221082419912736,890,509.0
SP500_crash_month_trend_12m,0.0,706,0.0031347330851629884,664,0.15617293556204265,157,509.0
SP500_zscore_3m_min_lag2,0.0,632,0.008666876972978965,556,0.11142043987943137,341,509.6666666666667
JOLTS_Quits_latest,32728.19921875,471,0.03878515322594556,233,0.05649357884801405,827,510.3333333333333
VIX_zscore_3m_max_volatility_6m,64209.80078125,413,0.007336524643208442,581,0.08307851867265206,539,511.0
SP500_zscore_12m_max_lag3,73714.296875,392,0.004687357530562597,632,0.08696542690126526,510,511.3333333333333
emp_sa_private_services_other_repair_nsa_latest,10260.400390625,522,0.10411857248152545,122,0.052058123545271485,893,512.3333333333334
SP500_zscore_12m_mean_mom_change,0.0,592,0.004777269349270252,630,0.11636215042166481,317,513.0
SP500_crash_month_mom_change,0.0,807,0.0004607158750187246,714,0.3739631344693597,18,513.0
SP500_crash_month_lag2,0.0,595,0.033439894531299696,265,0.06843564181213954,680,513.3333333333334
emp_sa_private_goods_mining_logging_nsa_6m_chg,0.0,600,0.1638142730950114,89,0.05473932111572093,852,513.6666666666666
Financial_Stress_monthly_avg_trend_12m,206049.099609375,264,0.0,791,0.09097740787990306,486,513.6666666666666
SP500_consecutive_down_days_lag12,0.0,705,0.007387202989872055,580,0.12868477884970062,257,514.0
AHE_Private_lag3,235615.0,247,0.015488202815910235,453,0.05566843511009796,842,514.0
SP500_zscore_3m_max_yoy_change,0.0,816,0.02498818551352766,340,0.10519055308507286,386,514.0
VIX_zscore_12m_min_lag18,60117.8984375,420,0.004465936136479165,636,0.09091153325308621,487,514.3333333333334
SP500_best_day_volatility_6m,0.0,626,0.0,767,0.15739555494453952,154,515.6666666666666
VIX_zscore_3m_max_lag18,26994945.09765625,20,0.0,765,0.06118212383503037,762,515.6666666666666
SP500_circuit_breaker_mom_change,0.0,856,0.002758861256116907,667,0.3297673334820339,24,515.6666666666666
Yield_Curve_acceleration_lag2,223936.19921875,251,0.011131742700262848,523,0.05958470071957506,774,516.0
Oil_Prices_zscore_3m_max_lag18,182641.69921875,277,0.0008146129336230601,709,0.08066878288691717,563,516.3333333333334
VIX_panic_regime_rolling_mean_6,0.0,549,0.0018456064835359332,690,0.1166583010221356,312,517.0
VIX_p99_rolling_mean_6,219406.30078125,256,0.0006955638989882829,711,0.07836724222394384,586,517.6666666666666
Oil_Prices_went_negative_lag2,0.0,740,0.002331002331001253,675,0.16810562749894425,138,517.6666666666666
emp_sa_private_services_information_data_processing_nsa_mom,105968.0,348,0.0,768,0.0967396429833834,440,518.6666666666666
Yield_Curve_acceleration_lag24,227973.6015625,249,0.0,801,0.08728478782101606,508,519.3333333333334
SP500_worst_day_lag1,0.0,861,0.002271388461826618,677,0.368092024247352,20,519.3333333333334
Oil_Prices_zscore_min_volatility_6m,247977.0,243,0.0,837,0.09181355778005088,480,520.0
VIX_zscore_3m_min_lag18,207548.0,263,0.0,733,0.08055059692336965,565,520.3333333333334
Financial_Stress_monthly_avg_rolling_mean_6,60929.3984375,419,0.0,748,0.10367044403637721,398,521.6666666666666
VIX_zscore_12m_mean_lag6,402276.30078125,198,0.0,919,0.09612144489289891,449,522.0
emp_sa_government_federal_nsa_6m_chg,0.0,773,0.09461287027389131,127,0.06966120070339749,667,522.3333333333334
Oil_Prices_volatility_rolling_mean_6,0.0,654,0.025088781436395813,339,0.0798908487295043,575,522.6666666666666
Credit_Spreads_zscore_12m_min_2yr_change,15814418.5,38,0.0,830,0.06647492887530748,701,523.0
Credit_Spreads_zscore_12m_min_lag24,35482682.0,15,0.0,726,0.05642937558775376,830,523.6666666666666
Credit_Spreads_acceleration_volatility_6m,492341.0,181,0.003398311711972468,658,0.06360484020927953,733,524.0
SP500_max_drawdown_lag3,0.0,594,0.005697161126556605,612,0.1077667936543922,367,524.3333333333334
emp_sa_private_services_financial_real_estate_nsa_mom,0.0,641,0.14589782301319065,94,0.055736190699883746,839,524.6666666666666
VIX_high_regime_lag2,0.0,653,0.00940395546220607,545,0.10614890232306286,378,525.3333333333334
JOLTS_Quits_6m_change,32532.5,472,0.020962487223033843,382,0.06464919431580922,722,525.3333333333334
ISM_NonManufacturing_Index_latest,70303.5,399,0.031352268701700936,279,0.05163025366300906,898,525.3333333333334
VIX_max_volatility_12m,318635.00390625,224,0.0,865,0.09082864355805714,488,525.6666666666666
emp_sa_private_services_professional_business_management_companies_nsa_volatility,0.0,822,0.06056084092402436,164,0.07787879357641837,591,525.6666666666666
SP500_zscore_3m_mean_lag6,0.0,560,0.03276765830951156,269,0.06196208450324877,752,527.0
Oil_Prices_zscore_min_lag18,327684.599609375,220,0.006125315727432579,598,0.06102047944201826,764,527.3333333333334
VIX_zscore_12m_min_6m_change,78522.4990234375,383,0.01484673855986074,466,0.06346854657674257,735,528.0
Oil_Prices_mean_lag18,129305.099609375,314,0.00780668870978829,572,0.06680932587432656,698,528.0
NOAA_Economic_Damage_Index_lag24,114293.5009765625,335,0.010543806036731773,530,0.06486098662038838,720,528.3333333333334
CCSA_weeks_high_latest,0.0,897,0.013260284676799738,498,0.14658888877208065,194,529.6666666666666
ISM_Manufacturing_Index_volatility_6m,88103.373046875,371,0.0,734,0.09114808437507207,484,529.6666666666666
Financial_Stress_monthly_avg_18m_change,104870.69921875,349,0.0,886,0.10957177153498786,356,530.3333333333334
Credit_Spreads_monthly_chg_lag24,189966.1015625,272,0.014073905565629818,484,0.056083803441605386,835,530.3333333333334
Yield_Curve_acceleration_latest,218820.5,257,0.0,741,0.07716685083128991,595,531.0
VIX_30d_spike_rolling_mean_12,89410.09765625,367,0.004786884251704926,629,0.07660229910653528,598,531.3333333333334
Yield_Curve_max_trend_12m,90810.1015625,365,0.02237652381152344,367,0.0540419481479384,864,532.0
Oil_Prices_zscore_12m_min_volatility_12m,181952.80078125,278,0.0,725,0.07735360619219891,593,532.0
SP500_bear_market_yoy_change,0.0,570,0.0,907,0.17851679934901687,121,532.6666666666666
Credit_Spreads_vol_of_changes_rolling_mean_12,0.0,755,0.022300436656980782,368,0.09182777133957222,479,534.0
NOAA_Human_Impact_Index_2yr_change,19243421.697265625,33,0.0,764,0.05741939723316252,807,534.6666666666666
Oil_Prices_zscore_min_yoy_change,41224.0,448,0.0,728,0.09871780633356779,430,535.3333333333334
emp_sa_private_services_other_repair_nsa_mom_pct,0.0,591,0.008688613237292753,554,0.09437880476676616,461,535.3333333333334
VIX_30d_spike_trend_12m,99669.8984375,354,0.02099004067411414,380,0.05320523590881049,873,535.6666666666666
Credit_Spreads_monthly_chg_lag2,35057.6015625,468,0.010103459435389262,536,0.0756836182018933,606,536.6666666666666
Yield_Curve_monthly_chg_volatility_12m,86325.197265625,373,0.0,808,0.09762273387183423,435,538.6666666666666
VIX_panic_regime_rolling_mean_12,0.0,569,0.006266364823715342,593,0.09520348453435776,455,539.0
Oil_Prices_zscore_min_2yr_change,1219617.50390625,120,0.0,792,0.06577015000256946,709,540.3333333333334
SP500_zscore_3m_max_lag18,0.0,625,0.005502067013132272,618,0.10599106099643277,380,541.0
ISM_NonManufacturing_Index_volatility_12m,117705.197265625,332,0.020832080310600354,385,0.05077530105780131,908,541.6666666666666
emp_sa_private_services_trade_transportation_utilities_retail_nsa_mom,0.0,889,0.2712639790647966,48,0.06803483885756498,689,542.0
SP500_bear_market_trend_12m,0.0,726,0.010764716001409713,527,0.10668488541385085,375,542.6666666666666
Oil_Prices_zscore_12m_min_lag18,236567.806640625,246,0.0,868,0.08582250662388771,515,543.0
Yield_Curve_acceleration_lag3,295747.099609375,229,0.0,754,0.07119660968435555,647,543.3333333333334
VIX_p99_lag2,387707.0,204,0.002267697562808202,678,0.06190723690761052,754,545.3333333333334
SP500_30d_return_volatility_12m,0.0,734,0.005987587051699439,603,0.11780865553279703,302,546.3333333333334
JOLTS_Layoffs_rolling_mean_12,0.0,643,0.018686733007606815,411,0.07841988099682783,585,546.3333333333334
SP500_max_drawdown_latest,0.0,531,0.0,788,0.11539439058938471,321,546.6666666666666
Credit_Spreads_zscore_12m_max_lag1,0.0,785,0.00555739175989034,614,0.13369532236235865,242,547.0
Credit_Spreads_zscore_3m_max_lag1,0.0,586,0.025268702738729054,334,0.06473064900413993,721,547.0
AWH_All_Private_trend_12m,80108.296875,381,0.005159753832059799,623,0.0717677653424161,637,547.0
Yield_Curve_vol_of_changes_trend_12m,66597.6015625,405,0.023070613875901813,363,0.05303537058232649,875,547.6666666666666
Credit_Spreads_zscore_3m_min_18m_change,218125.0,258,0.009649264649443268,541,0.05543806399076177,844,547.6666666666666
SP500_max_5d_drop_volatility_12m,0.0,646,0.015814095924528093,449,0.08185843008716183,549,548.0
SP500_zscore_12m_max_lag2,0.0,667,0.005817834094902441,608,0.10770612138634204,369,548.0
SP500_bear_market_volatility_6m,0.0,612,0.023889623220315404,355,0.06849885574902419,678,548.3333333333334
Credit_Spreads_zscore_12m_max_lag2,8576.4501953125,524,0.006621651591717459,590,0.08391520139972046,534,549.3333333333334
Empire_State_Mfg_volatility_6m,0.0,623,0.042221042958403565,214,0.05722141993284007,811,549.3333333333334
Oil_worst_day_pct_lag6,120065.69921875,325,0.011797039867701642,514,0.05729701819530652,810,549.6666666666666
VIX_zscore_12m_min_volatility_6m,923379.296875,132,0.0,780,0.06334418743658883,737,549.6666666666666
VIX_high_regime_lag1,0.0,759,0.007546213353427866,576,0.11648412843654471,315,550.0
Financial_Stress_monthly_avg_rolling_mean_24,74817.1015625,390,0.011873300738849846,511,0.06230023252738117,749,550.0
SP500_bear_market_2yr_change,0.0,697,0.0,822,0.17130761098274,132,550.3333333333334
ADP_forecast_volatility_12m,0.0,920,0.04195870144986413,217,0.08583115151356681,514,550.3333333333334
Yield_Curve_monthly_chg_rolling_mean_24,0.0,790,0.05122571651128993,190,0.06876307123974994,676,552.0
VIX_zscore_12m_max_volatility_6m,0.0,732,0.019876141971537642,398,0.08462163508441908,527,552.3333333333334
SP500_bear_market_18m_change,0.0,711,0.0,806,0.16309229598172323,144,553.6666666666666
Credit_Spreads_zscore_3m_mean_lag12,0.0,722,0.031049305535613136,281,0.07052947735695192,659,554.0
Oil_Prices_30d_crash_lag24,0.0,671,0.03526619079158522,255,0.06340527887170798,736,554.0
SP500_consecutive_down_days_lag24,0.0,647,0.0,732,0.12209940185336321,284,554.3333333333334
CB_Consumer_Confidence_volatility_12m,912047.5,133,0.0012716756202006962,699,0.055989737347483325,836,556.0
VIX_high_regime_trend_12m,0.0,629,0.022400169857941687,366,0.06909559210724558,674,556.3333333333334
Credit_Spreads_zscore_3m_min_rolling_mean_3,146087.09765625,301,0.004176981235521904,646,0.06457888129793384,723,556.6666666666666
SP500_bear_market_lag2,0.0,800,0.029028519014274945,299,0.08015907915166179,571,556.6666666666666
Credit_Spreads_zscore_3m_min_mom_change,97136.0,356,0.019176020543361982,405,0.05074159680790048,909,556.6666666666666
SP500_zscore_12m_max_volatility_6m,0.0,630,0.0,757,0.12120896268783186,288,558.3333333333334
SP500_30d_return_trend_12m,0.0,642,0.02460004066499355,347,0.06807500883140495,686,558.3333333333334
SP500_zscore_3m_min_yoy_change,0.0,748,0.008297066019978594,564,0.10826763442043247,363,558.3333333333334
Oil_Prices_zscore_3m_min_trend_12m,49339.5,436,0.0,814,0.09893239751814524,426,558.6666666666666
SP500_zscore_12m_mean_lag2,0.0,745,0.01735780530287334,430,0.08784621499361821,504,559.6666666666666
Credit_Spreads_accel_volatility_volatility_6m,0.0,851,0.004448343852284875,637,0.14711408508575435,192,560.0
VIX_zscore_12m_max_lag12,73699.099609375,393,0.018242281175381514,417,0.05362877009037415,870,560.0
Oil_Prices_30d_crash_rolling_mean_12,89384.8984375,368,0.0,760,0.08167324026383106,552,560.0
Yield_Curve_zscore_max_2yr_change,36092.8984375,461,0.019961627726241993,397,0.05666435567236578,823,560.3333333333334
VIX_panic_regime_volatility_6m,0.0,813,0.004349085886377058,644,0.13664692571401538,224,560.3333333333334
Oil_Prices_mean_6m_change,0.0,878,0.04391353418383126,208,0.07684773983102444,596,560.6666666666666
Oil_worst_day_pct_lag18,118630.1005859375,330,0.013308320712668298,496,0.05445690512649876,857,561.0
emp_sa_private_services_information_publishing_nsa_volatility,21797.19921875,497,0.006914723081364205,583,0.07584386791323086,603,561.0
Credit_Spreads_zscore_3m_max_yoy_change,30741.80078125,477,0.026752513261560473,322,0.052468165717159926,886,561.6666666666666
SP500_max_drawdown_6m_change,0.0,796,0.002521246097242802,673,0.13947819950681417,216,561.6666666666666
SP500_circuit_breaker_lag12,0.0,542,0.028853941865250476,302,0.05543976655846015,843,562.3333333333334
SP500_zscore_12m_max_18m_change,0.0,811,0.008764159920008119,553,0.11483458773093012,323,562.3333333333334
emp_private_govt_ratio,0.0,738,0.12888442758927932,111,0.055753371978579845,838,562.3333333333334
AWH_All_Private_2yr_change,49190.30078125,437,0.0,890,0.1085454735890094,362,563.0
weeks_since_last_survey,0.0,581,0.020917681794626386,383,0.06440930208005403,726,563.3333333333334
emp_sa_private_services_nsa_mom_pct,0.0,818,0.1310177769881924,107,0.06068131302528229,765,563.3333333333334
SP500_volatility_yoy_change,0.0,902,0.013244745098166089,499,0.11989514248241631,290,563.6666666666666
VIX_zscore_12m_max_lag2,55420.3984375,426,0.0,751,0.08574515374131969,516,564.3333333333334
VIX_p99_trend_12m,0.0,890,0.028333992397358898,311,0.09042059244645438,492,564.3333333333334
Oil_Prices_zscore_3m_max_trend_12m,8324.2099609375,525,0.0,863,0.11750531080211318,307,565.0
VIX_high_regime_6m_change,0.0,614,0.0,744,0.11165521561202713,339,565.6666666666666
Credit_Spreads_monthly_chg_volatility_6m,114738.1015625,334,0.0,918,0.09637164358232701,445,565.6666666666666
Oil_Prices_zscore_12m_min_18m_change,0.0,810,0.0,796,0.19770015822633005,93,566.3333333333334
SP500_circuit_breaker_lag2,0.0,780,0.029176926529998592,297,0.07397941949018981,623,566.6666666666666
VIX_max_5d_spike_lag18,9111617.796875,60,0.0,903,0.06328249199943271,738,567.0
