feature,importance_gain,lgbm_rank,mutual_info,mi_rank,target_corr,corr_rank,avg_rank
SP500_zscore_12m_min_18m_change,0.0,597,0.008296439542089029,565,0.08275056717492113,540,567.3333333333334
SP500_zscore_3m_max_lag12,0.0,631,0.014884168786419849,463,0.07487662756306251,610,568.0
SP500_consecutive_down_days_18m_change,0.0,701,0.0,763,0.13382143896565338,241,568.3333333333334
VIX_zscore_12m_max_lag1,61606.69921875,417,0.0,802,0.09080457086089433,489,569.3333333333334
VIX_zscore_3m_mean_lag6,110500.0,341,0.0,758,0.07477237396216468,611,570.0
SP500_worst_day_lag3,96017.900390625,358,0.0,777,0.07958602088956683,577,570.6666666666666
Financial_Stress_monthly_avg_yoy_change,61096.8984375,418,0.0,800,0.09007438737992376,495,571.0
SP500_zscore_12m_min_rolling_mean_3,0.0,598,0.0003501222348925026,715,0.10335498657682665,400,571.0
SP500_zscore_3m_min_rolling_mean_3,0.0,737,0.01905245410738532,407,0.08010148330129596,573,572.3333333333334
VIX_zscore_3m_min_lag3,444952.2001953125,190,0.0,740,0.05838944530188734,788,572.6666666666666
VIX_zscore_3m_min_lag6,223647.099609375,252,0.0,892,0.07998405206868363,574,572.6666666666666
UMich_Expectations_18m_change,0.0,848,0.06874313255718434,154,0.06494769314601369,718,573.3333333333334
SP500_worst_day_yoy_change,0.0,698,0.011799694163333818,513,0.08650621576435225,511,574.0
Credit_Spreads_max_rolling_mean_24,0.0,578,0.036366469749764097,248,0.051651347868806596,897,574.3333333333334
VIX_high_regime_2yr_change,0.0,741,0.005873746228252541,606,0.10643310214318073,376,574.3333333333334
Weekly_Econ_Index_monthly_avg_rolling_mean_3,0.0,691,0.030919435889164237,282,0.06151620819671411,758,577.0
SP500_worst_day_lag6,0.0,553,0.02451368345980809,348,0.056328541921470576,831,577.3333333333334
emp_sa_government_federal_postal_nsa_volatility,0.0,823,0.08088143382701007,141,0.06015616708613455,768,577.3333333333334
VIX_30d_spike_6m_change,0.0,558,0.022259164255794772,369,0.057476662172309616,805,577.3333333333334
SP500_crash_month_volatility_12m,0.0,669,0.015075962120927322,460,0.0757834029958152,604,577.6666666666666
VIX_zscore_3m_max_lag12,54340.8984375,429,0.005744170079591271,610,0.06694347644190138,695,578.0
Oil_Prices_30d_crash_2yr_change,0.0,541,0.0,916,0.12330226961251906,278,578.3333333333334
SP500_max_drawdown_lag12,0.0,635,0.005396686579550725,619,0.09174304969060045,481,578.3333333333334
AWH_All_Private_rolling_mean_24,49801.30078125,434,0.007748321631510624,574,0.06403161518695166,729,579.0
CCSA_weeks_high_rolling_mean_12,1200071.6015625,123,0.0,805,0.05737249315660561,809,579.0
VIX_volatility_mom_change,0.0,789,0.011229334289846626,522,0.09881987026774754,429,580.0
VIX_max_5d_spike_mom_change,55151.30078125,427,0.0020439533268552523,683,0.07232031466623892,634,581.3333333333334
SP500_zscore_3m_max_latest,0.0,713,0.025979121349248402,329,0.06640372565848432,703,581.6666666666666
Oil_Prices_zscore_3m_max_lag3,138598.40234375,305,0.0,795,0.07130865492892988,646,582.0
SP500_bear_market_lag3,0.0,836,0.03293582810721363,267,0.07139450868615152,644,582.3333333333334
AWH_All_Private_lag2,0.0,888,0.016250469606005957,441,0.100128197366394,418,582.3333333333334
VIX_max_5d_spike_lag2,1110994.0883789062,125,0.0,869,0.061913163448159884,753,582.3333333333334
Credit_Spreads_zscore_3m_max_rolling_mean_3,8612587.1015625,65,0.0,901,0.05889781812885676,782,582.6666666666666
Yield_Curve_vol_of_changes_rolling_mean_12,45233.69921875,442,0.002018669558681907,684,0.0739121045231867,625,583.6666666666666
SP500_30d_return_lag18,0.0,662,0.012712983907053665,502,0.07805643065755227,588,584.0
VIX_30d_spike_yoy_change,119785.0,327,0.008164074647893038,568,0.05422863302288751,860,585.0
VIX_zscore_3m_min_rolling_mean_12,2257227.19921875,102,0.0,874,0.05895359304931615,781,585.6666666666666
SP500_zscore_3m_max_mom_change,0.0,556,0.012299028967772685,509,0.06739839903376825,694,586.3333333333334
UMich_Expectations_mom_change,21400262.497070312,30,0.0,864,0.054030355046330546,865,586.3333333333334
VIX_high_regime_latest,0.0,664,0.0034032473665750462,657,0.09668651680265823,441,587.3333333333334
ISM_Manufacturing_Index_trend_12m,0.0,792,0.02418934137735551,351,0.07406437982894491,621,588.0
Yield_Curve_zscore_3m_min_2yr_change,121511.3447265625,323,0.011113484379221106,524,0.050124306715477844,918,588.3333333333334
NOAA_Human_Impact_Index_6m_change,82639.298828125,378,0.012414842981072205,507,0.05272461459732769,882,589.0
VIX_high_regime_yoy_change,0.0,907,0.015431346158469417,456,0.10220895476343252,406,589.6666666666666
CB_Consumer_Confidence_latest,213426.203125,261,0.0,871,0.0716714273179352,639,590.3333333333334
Yield_Curve_zscore_3m_max_volatility_6m,76120.400390625,387,0.0,866,0.08561593392639158,518,590.3333333333334
SP500_max_drawdown_lag6,0.0,574,0.021851046926656625,373,0.056511042834376024,826,591.0
SP500_volatility_6m_change,0.0,727,0.006199287813378529,595,0.09537218541808137,453,591.6666666666666
SP500_zscore_12m_min_yoy_change,0.0,894,0.008494306532755846,558,0.11467444959120596,325,592.3333333333334
SP500_zscore_12m_min_volatility_6m,0.0,831,0.006820600381480801,585,0.1086308950768816,361,592.3333333333334
Oil_Prices_volatility_volatility_6m,119923.197265625,326,0.0,902,0.08179206829632216,550,592.6666666666666
SP500_zscore_12m_min_latest,0.0,579,0.007459122430127252,579,0.07402820020639217,622,593.3333333333334
ISM_NonManufacturing_Index_rolling_mean_3,121036.0,324,0.0,821,0.07182675081641308,636,593.6666666666666
SP500_consecutive_down_days_lag18,0.0,843,0.017986357251412066,419,0.08554681389154298,520,594.0
emp_sa_government_federal_postal_nsa_mom_pct,0.0,735,0.08784542125451056,133,0.05047155615474688,914,594.0
SP500_zscore_3m_mean_lag1,0.0,817,0.006047390631520155,600,0.10788628366398709,366,594.3333333333334
Yield_Curve_zscore_12m_min_mom_change,694407.1015625,149,0.0,811,0.05663819549914672,824,594.6666666666666
Financial_Stress_monthly_avg_latest,0.0,655,0.0,716,0.10081501001235098,413,594.6666666666666
SP500_best_day_lag2,0.0,781,0.015497658571470563,452,0.08176109347240712,551,594.6666666666666
ADP_actual_lag18,0.0,555,0.02365115013098773,359,0.05296610413375917,876,596.6666666666666
SP500_zscore_12m_min_2yr_change,0.0,719,0.0026763704926713316,670,0.10252954960444079,402,597.0
JOLTS_Quits_trend_12m,54637.8984375,428,0.004442807732948584,638,0.06417193090091486,728,598.0
Empire_State_Mfg_rolling_mean_3,0.0,584,0.001037422536088517,704,0.08747173116732108,507,598.3333333333334
Credit_Spreads_acceleration_lag1,0.0,912,0.031565891256516654,277,0.07559806066929246,607,598.6666666666666
Oil_Prices_zscore_12m_min_lag2,135197.90234375,308,0.004814547773517752,628,0.05406433334286512,863,599.6666666666666
SP500_monthly_return_rolling_mean_12,0.0,596,0.027065542869143755,316,0.052337912053819026,888,600.0
Yield_Curve_vol_of_changes_volatility_12m,31161.80078125,475,0.0,827,0.08801730639562329,501,601.0
VIX_panic_regime_rolling_mean_24,0.0,891,0.04373670145733266,209,0.06619536006527298,704,601.3333333333334
VIX_zscore_12m_max_rolling_mean_3,65775.6015625,409,0.0,772,0.07397801700512184,624,601.6666666666666
VIX_zscore_3m_mean_volatility_12m,83739.099609375,376,0.003751138544064503,653,0.05952037159785502,776,601.6666666666666
VIX_max_5d_spike_rolling_mean_3,8979474.0,62,0.0,870,0.05310959934102397,874,602.0
VIX_zscore_12m_mean_lag12,0.0,833,0.03193093192375862,274,0.06654755724934257,700,602.3333333333334
VIX_zscore_12m_min_rolling_mean_24,28311.099609375,480,0.017531378026411915,429,0.05108443774442437,905,604.6666666666666
VIX_volatility_rolling_mean_6,75452.8984375,388,0.0,719,0.0652382401912857,716,607.6666666666666
Oil_Prices_zscore_3m_mean_2yr_change,293219.0,231,0.0,853,0.06297120902487219,740,608.0
SP500_zscore_12m_min_rolling_mean_24,0.0,564,0.014130134369741754,482,0.05878600519808229,784,610.0
CCSA_weeks_high_volatility_6m,0.0,746,0.021976675712696014,372,0.06550681954337151,713,610.3333333333334
Credit_Spreads_accel_volatility_volatility_12m,0.0,871,0.0037979997638633023,652,0.11731175694520704,308,610.3333333333334
SP500_zscore_12m_min_lag12,0.0,693,0.005529401857922611,616,0.08512547674631404,522,610.3333333333334
emp_sa_private_services_information_other_nsa_yoy,163028.3984375,290,0.004399334339865835,640,0.05116225641678411,902,610.6666666666666
ADP_forecast_lag6,0.0,627,0.028903287271618616,300,0.0510206796312531,906,611.0
AWH_Manufacturing_lag6,294003.400390625,230,0.00161513788729728,694,0.0506754301114636,911,611.6666666666666
SP500_zscore_3m_min_lag1,0.0,576,0.0,718,0.08268623349615431,542,612.0
Oil_Prices_mean_lag6,0.0,774,0.030796293574459455,283,0.058591770836952474,785,614.0
VIX_panic_regime_trend_12m,0.0,678,0.0,782,0.1049740703744255,387,615.6666666666666
Empire_State_Mfg_trend_12m,888115.0,134,0.0,905,0.05740260662496835,808,615.6666666666666
Yield_Curve_acceleration_rolling_mean_6,352685.3984375,214,0.0,854,0.05885699580446887,783,617.0
Credit_Spreads_monthly_chg_18m_change,162725.5,291,0.0020841005987004557,682,0.05280056599177773,878,617.0
VIX_zscore_12m_max_lag6,111121.5,340,0.0,881,0.07209961286599151,635,618.6666666666666
SP500_max_drawdown_rolling_mean_3,0.0,639,0.0,917,0.11788622391652284,300,618.6666666666666
Yield_Curve_zscore_12m_max_lag1,7390.7998046875,527,0.0,833,0.08794560352857346,503,621.0
VIX_mean_18m_change,13800.7998046875,516,0.0,879,0.09314696735516714,471,622.0
Oil_Prices_zscore_3m_min_rolling_mean_12,152570.0,296,0.0,897,0.06898204864336639,675,622.6666666666666
emp_sa_private_services_other_nsa_latest,0.0,905,0.26962763871709194,49,0.05039692362326409,915,623.0
SP500_zscore_12m_max_yoy_change,0.0,580,0.003363105446365644,661,0.07243766350127309,633,624.6666666666666
VIX_zscore_3m_mean_trend_12m,332478.19921875,218,0.0,755,0.051198915909210926,901,624.6666666666666
SP500_best_day_lag6,0.0,545,0.008998079070508869,551,0.059205996241790924,778,624.6666666666666
Oil_Prices_zscore_12m_min_trend_12m,0.0,577,0.0,736,0.08078348392254067,562,625.0
VIX_high_regime_volatility_6m,0.0,692,0.0,771,0.10145696480630152,412,625.0
Oil_Prices_30d_crash_lag12,90464.796875,366,0.0,882,0.07344390997160354,628,625.3333333333334
SP500_zscore_3m_max_lag24,0.0,736,0.002737323031042127,668,0.09241084479351014,475,626.3333333333334
SP500_worst_day_rolling_mean_12,0.0,583,0.01586420571270919,446,0.05502793587647576,851,626.6666666666666
SP500_consecutive_down_days_latest,0.0,863,0.012694282363441722,503,0.0850097655869331,523,629.6666666666666
VIX_mean_volatility_6m,0.0,762,0.0,906,0.13819399095634238,221,629.6666666666666
SP500_zscore_12m_min_6m_change,0.0,849,0.0077743436060235815,573,0.09280249407841247,472,631.3333333333334
SP500_zscore_12m_max_lag18,0.0,650,0.0,856,0.10379898663482551,397,634.3333333333334
SP500_volatility_lag12,0.0,779,0.009515389485587278,543,0.07867102205205197,582,634.6666666666666
SP500_max_5d_drop_rolling_mean_6,0.0,657,0.017616824869867376,427,0.0567364726694611,821,635.0
VIX_max_5d_spike_volatility_6m,202720.400390625,267,0.0,756,0.05259943475905203,883,635.3333333333334
Credit_Spreads_vol_of_changes_lag18,0.0,613,0.011492743006642936,519,0.059573111094627644,775,635.6666666666666
SP500_max_drawdown_2yr_change,0.0,885,0.0031499687274467725,663,0.10895218211668957,359,635.6666666666666
Oil_Prices_zscore_12m_min_mom_change,0.0,554,0.0019936892048262322,685,0.0694805083224287,668,635.6666666666666
Credit_Spreads_zscore_3m_min_lag1,0.0,720,0.0,770,0.09997300206631231,419,636.3333333333334
Credit_Spreads_zscore_3m_max_rolling_mean_6,0.0,660,0.017904222308517515,422,0.0564660654144265,829,637.0
Credit_Spreads_max_rolling_mean_12,100142.0,353,0.0,786,0.05969357087352269,773,637.3333333333334
JOLTS_Quits_18m_change,27494.099609375,482,0.0,761,0.0693249674196845,671,638.0
SP500_zscore_3m_max_lag6,0.0,783,0.006519207474222188,591,0.08257593564370383,543,639.0
Credit_Spreads_zscore_max_latest,66147.703125,407,0.0,769,0.06280002962184374,742,639.3333333333334
JOLTS_Layoffs_rolling_mean_24,0.0,607,0.016123109946986514,443,0.05350021854040097,872,640.6666666666666
VIX_zscore_3m_min_lag12,0.0,694,0.0018049808789237787,692,0.08310420536571721,538,641.3333333333334
emp_sa_private_services_information_broadcasting_nsa_latest,616028.0,165,0.0,888,0.053506862482937415,871,641.3333333333334
SP500_zscore_12m_max_mom_change,0.0,830,0.004358858137064825,643,0.09570366125376134,451,641.3333333333334
VIX_volatility_yoy_change,111960.0,339,0.0,817,0.05994445297469919,771,642.3333333333334
Credit_Spreads_zscore_max_volatility_6m,0.0,550,0.0,739,0.0717222431095872,638,642.3333333333334
SP500_days_circuit_breaker_volatility_12m,0.0,824,0.00283152784344054,666,0.09667530946137504,443,644.3333333333334
Credit_Spreads_zscore_max_6m_change,0.0,733,0.009379163510749411,546,0.07065286597952432,656,645.0
AWH_Manufacturing_volatility_12m,74239.9990234375,391,0.0,893,0.07070028873986339,654,646.0
Oil_Prices_30d_crash_yoy_change,0.0,855,0.0,852,0.1352870979250354,232,646.3333333333334
ADP_forecast_lag18,0.0,717,0.024149333983159327,353,0.05363788531879091,869,646.3333333333334
SP500_worst_day_rolling_mean_6,0.0,652,0.005929762850786613,605,0.06819434828085008,683,646.6666666666666
SP500_zscore_3m_mean_volatility_6m,0.0,804,0.002155239865774927,680,0.09487357582377097,457,647.0
SP500_crash_month_18m_change,0.0,858,0.0018319964149609014,691,0.1036393584743652,399,649.3333333333334
Oil_Prices_30d_crash_6m_change,32211.599609375,473,0.0,824,0.07075378850444046,652,649.6666666666666
SP500_days_circuit_breaker_lag12,0.0,721,0.025358515016307592,332,0.051586835405095455,899,650.6666666666666
SP500_circuit_breaker_volatility_6m,0.0,700,0.021125462876706358,378,0.052784770455734854,879,652.3333333333334
SP500_30d_return_lag12,0.0,718,0.001094631298029558,703,0.08315999484097722,537,652.6666666666666
Oil_Prices_zscore_12m_max_lag3,42529.6015625,446,0.0,873,0.07160633652221539,640,653.0
Credit_Spreads_monthly_chg_rolling_mean_24,23066.69921875,492,0.0,813,0.0706429835894117,657,654.0
SP500_worst_day_volatility_12m,0.0,753,0.0,883,0.11355672606525016,329,655.0
VIX_high_regime_lag3,0.0,784,0.011862723483089477,512,0.06933920581516802,670,655.3333333333334
Credit_Spreads_monthly_chg_volatility_12m,0.0,618,0.0,759,0.077477705097172,592,656.3333333333334
Oil_Prices_zscore_3m_max_yoy_change,13419.099609375,518,0.0,867,0.07811501032678665,587,657.3333333333334
AWH_All_Private_yoy_change,0.0,867,0.0,835,0.12405964267840659,274,658.6666666666666
VIX_high_regime_rolling_mean_6,0.0,782,0.0,859,0.11114196240307188,342,661.0
VIX_zscore_3m_mean_volatility_6m,12816.0,520,0.0008997047602843367,708,0.061656008805399495,756,661.3333333333334
ADP_actual_lag12,0.0,829,0.037045544510975414,243,0.050386502317006636,916,662.6666666666666
Yield_Curve_monthly_chg_lag18,123089.099609375,320,0.0,803,0.05377028280499382,867,663.3333333333334
Challenger_Job_Cuts_rolling_mean_3,33063.0,470,0.0,878,0.07152772106999533,643,663.6666666666666
VIX_30d_spike_volatility_6m,0.0,749,0.0,880,0.10816583398288586,364,664.3333333333334
SP500_max_5d_drop_trend_12m,0.0,689,0.007277571858603338,582,0.06383269908061479,731,667.3333333333334
VIX_high_regime_lag24,0.0,728,0.014082911086380712,483,0.057727459400517545,799,670.0
Financial_Stress_monthly_avg_rolling_mean_12,0.0,544,0.0,913,0.08093801569592385,557,671.3333333333334
SP500_max_5d_drop_lag3,0.0,842,0.004328907828916151,645,0.08420871458980352,531,672.6666666666666
Financial_Stress_monthly_avg_2yr_change,0.0,563,0.0,904,0.08163705518286078,554,673.6666666666666
Yield_Curve_zscore_12m_mean_lag3,101344.1982421875,352,0.0,807,0.05412037225689252,862,673.6666666666666
Oil_Prices_zscore_3m_min_lag12,93938.9033203125,360,0.0,850,0.056912005207308256,819,676.3333333333334
SP500_zscore_12m_mean_6m_change,0.0,609,0.0010370322308728142,705,0.06453516655158033,724,679.3333333333334
Credit_Spreads_zscore_3m_max_lag2,0.0,771,0.0,912,0.10968230124579668,355,679.3333333333334
Yield_Curve_zscore_12m_min_2yr_change,0.0,725,0.014266832276152108,481,0.05611469904511522,833,679.6666666666666
SP500_zscore_3m_max_volatility_6m,0.0,768,0.006265780961552281,594,0.06856871215093462,677,679.6666666666666
Oil_Prices_mean_18m_change,88547.703125,370,0.0,848,0.05662493616992197,825,681.0
Oil_Prices_went_negative_lag1,0.0,716,0.001864801864800647,689,0.07153789663450065,641,682.0
ISM_NonManufacturing_Index_trend_12m,0.0,624,0.0,887,0.08350338349857923,536,682.3333333333334
SP500_monthly_return_lag24,0.0,832,0.0018666584742557113,688,0.08445295873972193,528,682.6666666666666
SP500_max_5d_drop_lag6,0.0,606,0.0,727,0.06537818695331622,715,682.6666666666666
JOLTS_Quits_2yr_change,0.0,686,0.003421526144013143,656,0.06603672731143483,708,683.3333333333334
SP500_zscore_12m_max_rolling_mean_6,0.0,708,0.016148865908977683,442,0.05124363061365526,900,683.3333333333334
Credit_Spreads_max_2yr_change,0.0,879,0.0,840,0.11284327016027808,331,683.3333333333334
VIX_max_5d_spike_lag6,117775.8984375,331,0.0,861,0.05442533168356007,858,683.3333333333334
Credit_Spreads_monthly_chg_rolling_mean_6,0.0,853,0.020135279808509043,395,0.05750284844615294,804,684.0
VIX_zscore_12m_mean_lag18,20918.19921875,499,0.0,785,0.06013607626803652,769,684.3333333333334
emp_sa_private_services_information_telecommunications_nsa_volatility,0.0,557,0.0,774,0.0642348744514406,727,686.0
SP500_volatility_lag2,0.0,834,0.01468656778168631,468,0.06132608677618887,760,687.3333333333334
VIX_zscore_12m_min_lag12,57220.19921875,424,0.0,823,0.05692177915112164,818,688.3333333333334
VIX_zscore_12m_max_rolling_mean_6,37177.6015625,458,0.0,753,0.05454053251498088,856,689.0
emp_sa_private_services_information_telecommunications_nsa_6m_chg,0.0,744,0.012343942570833821,508,0.05701375293005582,817,689.6666666666666
Oil_Prices_30d_crash_18m_change,0.0,682,0.0,898,0.09072728870195929,490,690.0
Oil_Prices_zscore_3m_max_6m_change,0.0,715,0.005834989591305018,607,0.06208924822410675,751,691.0
Oil_Prices_zscore_min_18m_change,0.0,765,0.0,910,0.10291558985486153,401,692.0
ADP_actual_lag24,0.0,869,0.01899195380280183,408,0.0576147883826344,801,692.6666666666666
Credit_Spreads_zscore_max_18m_change,0.0,707,0.0,798,0.07731260783615172,594,699.6666666666666
VIX_zscore_3m_mean_rolling_mean_6,0.0,743,0.015843508433230014,447,0.05065039455980244,912,700.6666666666666
Credit_Spreads_zscore_12m_max_rolling_mean_6,0.0,887,0.020124136122883662,396,0.056687242441557414,822,701.6666666666666
SP500_zscore_12m_max_latest,0.0,724,0.0075101487541502365,578,0.05753998350508606,803,701.6666666666666
ISM_NonManufacturing_Index_volatility_6m,0.0,883,0.004426415901905845,639,0.07797508672496821,590,704.0
SP500_worst_day_6m_change,0.0,616,0.0,750,0.06216630171976714,750,705.3333333333334
SP500_zscore_3m_min_volatility_6m,0.0,628,0.0,778,0.06568407940077006,712,706.0
emp_sa_government_state_excluding_education_nsa_yoy,23963.69921875,490,0.0,816,0.05709658670883535,814,706.6666666666666
SP500_best_day_lag12,0.0,571,0.0,723,0.056475241503888746,828,707.3333333333334
SP500_volatility_volatility_12m,0.0,575,0.0,790,0.06035525971525025,766,710.3333333333334
Oil_Prices_zscore_3m_max_2yr_change,0.0,551,0.0,738,0.05538898616089952,846,711.6666666666666
SP500_max_5d_drop_yoy_change,0.0,868,0.014379610106495466,476,0.057972347983518156,795,713.0
Oil_Prices_volatility_rolling_mean_24,0.0,805,0.0,737,0.07609361587342074,600,714.0
SP500_crash_month_rolling_mean_24,0.0,665,0.0,894,0.07866226594044075,583,714.0
VIX_high_regime_rolling_mean_12,0.0,757,0.0,735,0.07077105549304744,651,714.3333333333334
Credit_Spreads_zscore_3m_mean_rolling_mean_24,0.0,622,0.0,747,0.05912725762206918,779,716.0
Yield_Curve_zscore_3m_min_mom_change,0.0,547,0.0,743,0.05438098998196004,859,716.3333333333334
Challenger_Job_Cuts_volatility_6m,0.0,611,0.0,876,0.07003431627556263,665,717.3333333333334
SP500_zscore_3m_max_lag2,0.0,910,0.004519865826422276,634,0.07469508128178125,612,718.6666666666666
VIX_zscore_12m_min_18m_change,0.0,802,0.002705985846652048,669,0.06806615573986714,687,719.3333333333334
Oil_Prices_zscore_12m_mean_volatility_12m,85019.5,375,0.0,884,0.05069392785810479,910,723.0
Oil_Prices_mean_yoy_change,50765.0,433,0.0,819,0.050282828807358806,917,723.0
VIX_high_regime_volatility_12m,0.0,821,0.003293956034834622,662,0.06766855844836485,691,724.6666666666666
SP500_zscore_12m_max_2yr_change,0.0,898,0.004622929423953259,633,0.07133714966711988,645,725.3333333333334
SP500_zscore_3m_max_rolling_mean_3,0.0,845,0.007570402366883222,575,0.06130948490962061,761,727.0
Oil_Prices_mean_lag12,0.0,565,0.0,724,0.05203195948913777,894,727.6666666666666
VIX_mean_2yr_change,40835.30078125,450,0.0,889,0.055067889943407215,850,729.6666666666666
Credit_Spreads_zscore_max_yoy_change,0.0,764,0.009837863793114465,539,0.052314447931342656,889,730.6666666666666
SP500_volatility_18m_change,0.0,899,0.0,844,0.09592095240707171,450,731.0
UMich_Expectations_yoy_change,0.0,777,0.010314365504196843,533,0.05253532560322235,884,731.3333333333334
SP500_zscore_3m_mean_mom_change,0.0,862,0.0,834,0.0875706326296407,506,734.0
Credit_Spreads_vol_of_changes_rolling_mean_24,15676.2001953125,512,0.0,843,0.05516095252477669,849,734.6666666666666
Credit_Spreads_max_lag1,0.0,859,0.0,828,0.08513549405507893,521,736.0
SP500_best_day_lag18,0.0,775,0.003931940539708911,649,0.058420035558886724,787,737.0
AWH_All_Private_lag1,0.0,881,0.0010979181281980388,702,0.07274456468933724,631,738.0
VIX_zscore_12m_mean_6m_change,0.0,770,0.001967572296679876,687,0.06113645868890381,763,740.0
SP500_circuit_breaker_6m_change,0.0,699,0.002248859803983816,679,0.055400260257213965,845,741.0
Credit_Spreads_zscore_3m_max_18m_change,36145.8984375,460,0.0,872,0.052071476299992224,891,741.0
Oil_Prices_volatility_rolling_mean_12,0.0,850,0.0,820,0.08053258139475576,566,745.3333333333334
SP500_monthly_return_rolling_mean_6,0.0,714,0.0019920552954646453,686,0.05534577175904617,847,749.0
SP500_zscore_12m_min_volatility_12m,0.0,752,0.0033940368844267432,659,0.05567868952593105,841,750.6666666666666
SP500_zscore_12m_mean_lag18,0.0,702,0.0,762,0.05835559221994212,789,751.0
Oil_Prices_zscore_3m_max_rolling_mean_6,0.0,839,0.0,749,0.06983721849947301,666,751.3333333333334
SP500_zscore_3m_mean_6m_change,0.0,815,0.004882374514842969,624,0.05708829616237992,816,751.6666666666666
emp_sa_private_services_trade_transportation_utilities_utilities_nsa_yoy,35312.5,466,0.0,909,0.0524731696625252,885,753.3333333333334
SP500_monthly_return_rolling_mean_24,0.0,841,0.0,721,0.06608083106915348,706,756.0
Financial_Stress_monthly_avg_lag2,0.0,880,0.014296292586205794,478,0.05006732955360344,920,759.3333333333334
UMich_Expectations_2yr_change,0.0,914,0.0025747578481896127,671,0.06645521336963414,702,762.3333333333334
SP500_volatility_lag24,0.0,917,0.0,789,0.07800814662295096,589,765.0
Credit_Spreads_zscore_max_lag1,0.0,906,0.0,826,0.08047469912521729,567,766.3333333333334
emp_sa_private_services_information_data_processing_nsa_volatility,0.0,908,0.006849647706359541,584,0.055952818279665355,837,776.3333333333334
CCSA_weeks_high_rolling_mean_6,0.0,772,0.0015594140594581418,695,0.05385072046121583,866,777.6666666666666
Oil_Prices_mean_lag3,0.0,884,0.0,842,0.07497542015581232,609,778.3333333333334
Credit_Spreads_zscore_12m_max_rolling_mean_24,0.0,756,0.0,885,0.06689238533247119,696,779.0
SP500_circuit_breaker_2yr_change,0.0,695,0.0,818,0.0561141493929696,834,782.3333333333334
Credit_Spreads_zscore_max_2yr_change,0.0,742,0.0,877,0.06304690853112256,739,786.0
SP500_consecutive_down_days_rolling_mean_3,0.0,874,0.0,838,0.07058843908708065,658,790.0
Empire_State_Mfg_rolling_mean_12,0.0,776,0.0,717,0.05276085980090464,881,791.3333333333334
Credit_Spreads_zscore_3m_max_rolling_mean_24,0.0,703,0.0,793,0.0518906697448264,895,797.0
Credit_Spreads_zscore_3m_max_lag24,0.0,819,0.0025311796993028324,672,0.05109836040102752,904,798.3333333333334
SP500_circuit_breaker_18m_change,0.0,911,0.0,832,0.06945472405354454,669,804.0
Oil_Prices_mean_rolling_mean_24,0.0,875,0.0,839,0.06569772314964109,711,808.3333333333334
VIX_high_regime_lag6,0.0,791,0.0,849,0.0580781389266535,793,811.0
SP500_max_drawdown_mom_change,0.0,769,0.0,911,0.06139495467827767,759,813.0
SP500_best_day_rolling_mean_6,0.0,915,0.0,825,0.06571635450532992,710,816.6666666666666
Challenger_Job_Cuts_rolling_mean_12,0.0,696,0.0,851,0.050944566155657796,907,818.0
SP500_worst_day_latest,0.0,865,0.0014992874295867153,696,0.05188633235527028,896,819.0
Credit_Spreads_zscore_12m_max_volatility_6m,0.0,778,0.0,857,0.05568436394650344,840,825.0
CB_Consumer_Confidence_lag3,0.0,806,0.0,799,0.05239855491237373,887,830.6666666666666
Credit_Spreads_zscore_3m_min_rolling_mean_6,0.0,873,0.0,836,0.058427374116361896,786,831.6666666666666
Credit_Spreads_max_rolling_mean_6,0.0,886,0.0,766,0.053702546058607754,868,840.0
Yield_Curve_avg_yoy_change,0.0,913,0.0,829,0.05802138886730531,794,845.3333333333334
Oil_Prices_zscore_12m_min_rolling_mean_6,0.0,835,0.0,895,0.05709369019067669,815,848.3333333333334
SP500_max_drawdown_trend_12m,0.0,895,0.0,846,0.051134930393817675,903,881.3333333333334
