ds,consensus_pred,actual_champion_pred,champion_pred,challenger_pred,actual_challenger_pred,actual,nsa_pred,nsa_raw_pred
1999-04-01,230.0,,,,,375.0,,
1999-06-01,220.0,,,,,257.0,,
1999-07-01,201.0,,,,,159.0,,
1999-08-01,211.0,,,,,204.0,,
1999-10-01,313.0,,,,,537.0,,
1999-11-01,203.0,,,,,304.0,,
1999-12-01,226.0,,,,,155.0,,
2000-01-01,255.0,,,,,322.0,,
2000-02-01,206.0,,,,,131.0,,
2000-03-01,376.0,,,,,510.0,,
2000-04-01,354.0,,,,,308.0,,
2000-05-01,376.0,,,,,208.0,,
2000-06-01,263.0,,,,,-2.0,,
2000-07-01,58.0,,,,,160.0,,
2000-08-01,7.0,,,,,-28.0,,
2000-09-01,232.0,,,,,107.0,,
2000-10-01,184.0,,,,,15.0,,
2000-11-01,140.0,,,,,180.0,,
2001-01-01,83.0,,,,,-97.0,,
2001-02-01,62.0,,,,,172.0,,
2001-03-01,58.0,,,,,-53.0,,
2001-04-01,5.0,,,,,-293.0,,
2001-05-01,-17.0,,,,,23.0,,
2001-06-01,-42.0,,,,,-208.0,,
2001-07-01,-50.0,,,,,-99.0,,
2001-08-01,-33.0,,,,,-168.0,,
2001-09-01,-109.0,,,,,-241.0,,
2001-10-01,-289.0,,,,,-349.0,,
2001-11-01,-189.0,,,,,-289.0,,
2001-12-01,-139.0,,,,,-178.0,,
2002-02-01,9.0,,,,,-204.0,,
2002-03-01,41.0,,,,,16.0,,
2002-04-01,41.0,,,,,-85.0,,
2002-05-01,58.0,,,,,-5.0,,
2002-06-01,86.0,,,,,41.0,,
2002-07-01,69.0,,,,,-113.0,,
2002-08-01,37.0,,,,,0.0,,
2002-09-01,5.0,,,,,-8.0,,
2002-10-01,7.0,,,,,73.0,,
2002-11-01,37.0,,,,,-8.0,,
2002-12-01,22.0,,,,,-132.0,,
2003-01-01,70.0,,,,,64.0,,
2003-02-01,8.0,,,,,-144.0,,
2003-03-01,-29.0,,,,,-183.0,,
2003-04-01,-53.0,,,,,-73.0,,
2003-05-01,-39.0,,,,,-13.0,,
2003-06-01,-2.0,,,,,128.0,,
2003-07-01,14.0,,,,,-92.0,,
2003-08-01,17.0,,,,,-48.0,,
2003-09-01,-13.0,,,,,103.0,,
2003-10-01,60.0,,,,,150.0,,
2003-11-01,135.0,,,,,55.0,,
2003-12-01,144.0,,,,,-6.0,,
2004-02-01,122.0,,,,,31.0,,
2004-03-01,110.0,,,,,330.0,,
2004-04-01,172.0,,,,,129.0,,
2004-05-01,221.0,,,,,322.0,,
2004-06-01,245.0,,,,,190.0,,
2004-07-01,233.0,,,,,-142.0,,
2004-08-01,153.0,,,,,203.0,,
2004-09-01,169.0,,,,,92.0,,
2004-10-01,190.0,,,,,563.0,,
2004-12-01,182.0,,,,,191.0,,
2005-01-01,184.0,,,,,307.0,,
2005-02-01,218.0,,,,,270.0,,
2005-03-01,217.0,,,,,83.0,,
2005-04-01,178.0,,,,,367.0,,
2005-05-01,184.0,,,,,54.0,,
2005-06-01,186.0,,,,,190.0,,
2005-07-01,186.0,,,,,249.0,,
2005-08-01,190.0,,,,,369.0,,
2005-09-01,-152.0,,,,,-114.0,,
2005-10-01,113.0,,,,,20.0,,
2005-12-01,213.0,,,,,179.0,,
2006-01-01,219.0,,,,,96.0,,
2006-02-01,208.0,,,,,225.0,,
2006-03-01,195.0,,,,,177.0,,
2006-04-01,201.0,,,,,102.0,,
2006-05-01,175.0,,,,,38.0,,
2006-06-01,157.0,,,,,124.0,,
2006-07-01,145.0,,,,,124.0,,
2006-08-01,125.0,,,,,146.0,,
2006-09-01,123.0,,,,,113.0,,
2006-10-01,122.0,,,,,231.0,,
2006-11-01,110.0,,,,,174.0,,
2006-12-01,97.0,,,,,196.0,,
2007-01-01,147.0,,,,,1044.0,,
2007-02-01,103.0,,,,,152.0,,
2007-03-01,130.0,,,,,212.0,,
2007-04-01,106.0,,,,,62.0,,
2007-05-01,132.0,,,,,147.0,,
2007-06-01,119.0,,,,,207.0,,
2007-07-01,130.0,,,,,84.0,,
2007-08-01,106.0,,,,,-85.0,,
2007-09-01,94.0,,,,,228.0,,
2007-10-01,81.0,,,,,156.0,,
2007-11-01,71.0,,,,,46.0,,
2008-01-01,62.0,,,,,-393.0,,
2008-02-01,19.0,,,,,-109.0,,
2008-03-01,-55.0,,,,,-147.0,,
2008-04-01,-76.0,,,,,-28.0,,
2008-05-01,-58.0,,,,,-64.0,,
2008-06-01,-60.0,,,,,-114.0,,
2008-07-01,-73.0,,,,,-25.0,,
2008-08-01,-77.0,,,,,-142.0,,
2008-09-01,-106.0,,,,,-159.0,,
2008-10-01,-195.0,,,,,-240.0,,
2008-11-01,-347.0,,,,,-533.0,,
2008-12-01,-493.0,,,,,-524.0,,
2009-01-01,-526.0,,,,,-598.0,,
2009-02-01,-647.0,,,,,-812.0,,
2009-03-01,-653.0,,,,,-663.0,,
2009-04-01,-623.0,,,,,-539.0,,
2009-05-01,-522.0,,,,,-345.0,,
2009-06-01,-361.0,,,,,-467.0,,
2009-07-01,-324.0,,,,,-247.0,,
2009-08-01,-229.0,,,,,-216.0,,
2009-09-01,-181.0,,,,,-276.0,,
2009-10-01,-175.0,,,,,-190.0,,
2009-11-01,-126.0,,,,,-11.0,,
2009-12-01,-9.0,,,,,-85.0,,
2010-01-01,7.0,,,,,-20.0,,
2010-02-01,-53.0,,,,,-36.0,,
2010-03-01,179.0,,,,,162.0,,
2010-04-01,195.0,,,,,290.0,,
2010-05-01,503.0,,,,,431.0,,
2010-06-01,-107.0,,,,,-125.0,,
2010-07-01,-70.0,,,,,-131.0,,
2010-08-01,-91.0,,,,,-54.0,,
2010-09-01,1.0,,,,,-95.0,,
2010-10-01,59.0,,,,,151.0,,
2010-11-01,145.0,,,,,39.0,,
2010-12-01,128.0,,,,,103.0,,
2011-01-01,108.0,,,,,36.0,,
2011-02-01,156.0,,,,,192.0,,
2011-03-01,190.0,,,,,216.0,,
2011-04-01,202.0,,,,,244.0,,
2011-05-01,187.0,,,,,54.0,,
2011-06-01,98.0,,,,,18.0,,
2011-07-01,77.0,,,,,117.0,,
2011-08-01,101.0,,,,,0.0,,
2011-09-01,65.0,,,,,103.0,,
2011-10-01,98.0,,,,,80.0,,
2011-11-01,119.0,,,,,120.0,,
2011-12-01,138.0,,,,,200.0,,
2012-01-01,164.0,,,,,243.0,,
2012-02-01,216.0,,,,,227.0,,
2012-03-01,227.0,,,,,120.0,,
2012-04-01,180.0,,,,,115.0,,
2012-05-01,157.0,,,,,69.0,,
2012-06-01,87.0,,,,,80.0,,
2012-07-01,99.0,,,,,163.0,,
2012-08-01,121.0,,,,,96.0,,
2012-09-01,115.0,,,,,114.0,,
2012-10-01,117.0,,,,,171.0,,
2012-11-01,113.0,,,,,146.0,,
2012-12-01,133.0,,,,,155.0,,
2013-01-01,159.0,,,,,157.0,,
2013-02-01,152.0,,,,,236.0,,
2013-03-01,197.0,,,,,88.0,,
2013-04-01,138.0,,,,,165.0,,
2013-05-01,165.0,,,,,175.0,,
2013-06-01,172.0,,,,,195.0,,
2013-07-01,183.0,,,,,162.0,,
2013-08-01,172.0,,,,,169.0,,
2013-09-01,180.0,,,,,148.0,,
2013-10-01,140.0,,,,,264.0,,
2013-11-01,182.0,,,,,203.0,,
2013-12-01,199.0,,,,,74.0,,
2014-01-01,171.0,,,,,113.0,,
2014-02-01,160.0,,,,,175.0,,
2014-03-01,192.0,,,,,192.0,,
2014-04-01,222.0,,,,,288.0,,
2014-05-01,215.0,,,,,217.0,,
2014-06-01,214.0,,,,,288.0,,
2014-07-01,235.0,,,,,209.0,,
2014-08-01,218.0,,,,,142.0,,
2014-09-01,210.0,,,,,248.0,,
2014-10-01,236.0,,,,,214.0,,
2014-11-01,238.0,,,,,321.0,,
2014-12-01,243.0,,,,,252.0,,
2015-01-01,233.0,,,,,257.0,,
2015-02-01,235.0,,,,,295.0,,
2015-03-01,238.0,,,,,126.0,,
2015-04-01,227.0,,,,,223.0,,
2015-05-01,227.0,,,,,280.0,,
2015-06-01,227.0,,,,,223.0,,
2015-07-01,224.0,,,,,215.0,,
2015-08-01,215.0,,,,,173.0,,
2015-09-01,205.0,,,,,142.0,,
2015-10-01,181.0,,,,,271.0,,
2015-11-01,196.0,,,,,211.0,,
2015-12-01,194.0,,,,,292.0,,
2016-01-01,222.0,,,,,151.0,,
2016-02-01,191.0,,,,,242.0,,
2016-03-01,201.0,,,,,215.0,,
2016-04-01,197.0,,,,,160.0,,
2016-05-01,169.0,,,,,38.0,,
2016-06-01,168.0,,,,,287.0,,
2016-07-01,180.0,,,,,255.0,,
2016-08-01,168.0,,,,,151.0,,
2016-09-01,170.0,,,,,156.0,,
2016-10-01,169.0,,,,,161.0,,
2016-11-01,170.0,,,,,178.0,,
2016-12-01,157.0,,,,,156.0,,
2017-01-01,168.0,,,,,227.0,,
2017-02-01,181.0,,,,,235.0,,
2017-03-01,186.0,,,,,98.0,,
2017-04-01,190.0,,,,,211.0,,
2017-05-01,182.0,,,,,138.0,,
2017-06-01,177.0,,,,,222.0,,
2017-07-01,180.0,,,,,209.0,,
2017-08-01,182.0,,,,,156.0,,
2017-09-01,125.0,,,,,-33.0,,
2017-10-01,287.0,,,,,261.0,,
2017-11-01,193.0,,,,,228.0,,
2017-12-01,181.0,,,,,148.0,,
2018-01-01,166.0,,,,,200.0,,
2018-02-01,178.0,,,,,313.0,,
2018-03-01,199.0,,,,,103.0,,
2018-04-01,200.0,,,,,164.0,,
2018-05-01,183.0,,,,,223.0,,
2018-06-01,179.0,,,,,213.0,,
2018-07-01,189.0,,,,,157.0,,
2018-08-01,182.0,,,,,201.0,,
2018-09-01,183.0,,,,,134.0,,
2018-10-01,181.0,,,,,249.0,,
2018-11-01,201.0,,,,,155.0,,
2018-12-01,175.0,,,,,312.0,,
2019-01-01,177.0,,,,,304.0,,
2019-02-01,176.0,,,,,20.0,,
2019-03-01,178.0,,,,,196.0,,
2019-04-01,180.0,,,,,263.0,,
2019-05-01,194.0,,,,,75.0,,
2019-06-01,152.0,,,,,224.0,,
2019-07-01,149.0,,,,,164.0,,
2019-08-01,157.0,,,,,130.0,,
2019-09-01,159.0,,,,,136.0,,
2019-10-01,119.0,,,,,128.0,,
2019-11-01,168.0,,,,,266.0,,
2019-12-01,165.0,,,,,145.0,,
2020-01-01,161.0,,,,,225.0,,
2020-02-01,169.0,,,,,273.0,,
2020-03-01,-284.0,,,,,-537.14,,
2020-04-01,-525.48,,,,,-537.14,,
2020-05-01,-525.48,,,,,1012.6899999999998,,
2020-06-01,2905.0,,,,,4800.0,,
2020-07-01,2261.0,,,,,1763.0,,
2020-08-01,1381.0,,,,,1371.0,,
2020-09-01,777.0,,,,,661.0,,
2020-10-01,633.0,,,,,638.0,,
2020-11-01,565.0,,,,,245.0,,
2020-12-01,105.0,,,,,-140.0,,
2021-01-01,100.0,,,,,49.0,,
2021-02-01,129.0,,,,,379.0,,
2021-03-01,468.0,,,,,916.0,,
2021-04-01,925.0,,,,,266.0,,
2021-05-01,628.0,,,,,559.0,,
2021-06-01,514.0,850.0,388.6426125425008,,,850.0,388.6426125425008,765.6426125425008
2021-07-01,825.0,943.0,1194.5788190944063,,,943.0,1194.5788190944063,-53.421180905593374
2021-08-01,717.0,235.0,415.1862828075475,,,235.0,415.1862828075475,571.1862828075475
2021-09-01,453.0,194.0,511.2310814341493,,,194.0,511.2310814341493,915.2310814341492
2021-10-01,401.0,531.0,232.18058750598837,,,531.0,232.18058750598837,1051.1805875059883
2021-11-01,507.0,210.0,487.29107538778896,,,210.0,487.29107538778896,759.291075387789
2021-12-01,399.0,199.0,546.8130615172747,,,199.0,546.8130615172747,218.81306151727463
2022-01-01,250.0,467.0,381.1721175408984,,,467.0,381.1721175408984,-2675.8278824591016
2022-02-01,392.0,678.0,253.86504183591285,,,678.0,253.86504183591285,861.8650418359128
2022-03-01,430.0,431.0,340.74815861999025,,,431.0,340.74815861999025,902.7481586199902
2022-04-01,416.0,428.0,370.0370829074002,,,428.0,370.0370829074002,1204.0370829074002
2022-05-01,353.0,390.0,297.62822738405737,,,390.0,297.62822738405737,925.6282273840574
2022-06-01,278.0,372.0,324.9684789573554,,,372.0,324.9684789573554,627.9684789573554
2022-07-01,261.0,528.0,601.9311601298605,,,528.0,601.9311601298605,-621.0688398701395
2022-08-01,282.0,315.0,182.99327853324135,,,315.0,182.99327853324135,315.9932785332414
2022-09-01,263.0,263.0,37.86178347152003,,,263.0,37.86178347152003,490.86178347152
2022-10-01,198.0,261.0,-233.6112729254013,,,261.0,-233.6112729254013,585.3887270745987
2022-11-01,200.0,263.0,313.85670431774645,,,263.0,313.85670431774645,617.8567043177464
2022-12-01,201.0,223.0,141.19717930327104,,,223.0,141.19717930327104,-178.80282069672896
2023-01-01,175.0,517.0,515.4831452193175,,,517.0,515.4831452193175,-2624.5168547806825
2023-02-01,188.0,311.0,-9.20474680085465,,,311.0,-9.20474680085465,614.7952531991453
2023-03-01,225.0,236.0,43.041783429342445,,,236.0,43.041783429342445,571.0417834293424
2023-04-01,177.0,253.0,84.64177997984768,,,253.0,84.64177997984768,907.6417799798476
2023-05-01,178.0,339.0,-39.2248356277986,,,339.0,-39.2248356277986,572.7751643722014
2023-06-01,214.0,209.0,135.3379757148308,,,209.0,135.3379757148308,512.3379757148308
2023-07-01,184.0,187.0,93.7565380441406,,,187.0,93.7565380441406,-1078.2434619558594
2023-08-01,164.0,187.0,67.56773907257664,,,187.0,67.56773907257664,144.56773907257664
2023-09-01,148.0,336.0,132.64237534486745,,,336.0,132.64237534486745,505.64237534486745
2023-10-01,164.0,150.0,-77.17337096548226,,,150.0,-77.17337096548226,833.8266290345177
2023-11-01,173.0,164.0,10.800233981032475,,,164.0,10.800233981032475,321.8002339810325
2023-12-01,151.0,216.0,77.78553179720899,,,216.0,77.78553179720899,-288.214468202791
2024-01-01,157.0,353.0,660.8198680752807,,,353.0,660.8198680752807,-2396.1801319247197
2024-02-01,184.0,275.0,-167.3483763736333,,,275.0,-167.3483763736333,611.6516236263667
2024-03-01,197.0,303.0,-38.90348011460105,,,303.0,-38.90348011460105,368.09651988539895
2024-04-01,221.0,175.0,59.774117669376665,,,175.0,59.774117669376665,874.7741176693767
2024-05-01,189.0,272.0,210.99639873819592,,,272.0,210.99639873819592,791.9963987381959
2024-06-01,190.0,206.0,76.07682636349017,,,206.0,76.07682636349017,509.07682636349017
2024-07-01,186.0,114.0,55.0034979622659,,,114.0,55.0034979622659,-1020.996502037734
2024-08-01,164.0,142.0,127.04584785779784,,,142.0,127.04584785779784,208.04584785779784
2024-09-01,143.0,254.0,243.34938060000863,,,254.0,243.34938060000863,492.3493806000087
2024-10-01,132.0,12.0,-111.31345731453108,,,12.0,-111.31345731453108,799.6865426854689
2024-11-01,188.0,227.0,190.61304874508372,,,227.0,190.61304874508372,501.6130487450837
2024-12-01,153.0,256.0,273.0895180270361,,,256.0,273.0895180270361,-109.91048197296384
2025-01-01,165.0,143.0,462.4697552529269,,,143.0,462.4697552529269,-2559.530244747073
2025-02-01,136.0,151.0,18.96013727506829,,,151.0,18.96013727506829,797.9601372750683
2025-03-01,121.0,228.0,174.98094343430273,,,228.0,174.98094343430273,537.9809434343027
2025-04-01,128.0,177.0,77.10737930793243,,,177.0,77.10737930793243,720.1073793079324
2025-05-01,126.0,139.0,-71.41358677589608,,,139.0,-71.41358677589608,540.5864132241039
2025-06-01,125.0,147.0,-54.71175420248,,,147.0,-54.71175420248,317.28824579752
2025-07-01,110.0,73.0,-151.132081062427,,,73.0,-151.132081062427,-1180.132081062427
2025-08-01,76.0,22.0,-70.90017201234703,,,22.0,-70.90017201234703,14.099827987652972
2025-09-01,40.0,119.0,215.6766164695168,,,119.0,215.6766164695168,464.6766164695168
2025-10-01,22.0,-138.0,-217.369798608873,,,-138.0,-217.369798608873,663.630201391127
2025-11-01,32.0,64.0,271.1842535431655,,,64.0,271.1842535431655,582.1842535431655
2025-12-01,60.0,50.0,93.65691894914306,,,50.0,93.65691894914306,-243.3430810508569
2026-01-01,83.0,130.0,188.17503542854087,,,130.0,188.17503542854087,-2806.824964571459
2026-02-01,66.0,-92.0,10.369017153595337,,,-92.0,10.369017153595337,785.3690171535953
2026-03-01,51.0,178.0,312.8912284886077,,,178.0,312.8912284886077,668.8912284886077
2026-04-01,90.0,,166.56315315713937,,,,166.56315315713937,894.5631531571394
2026-05-01,,,263.8110307612443,,,,263.8110307612443,850.8110307612443
